title;rating_x;ratingLevel;release year;user rating score;ageGroup;director;cast;country;date_added;release_year_x;duration;listed_in;imdb_score;imdb_votes;budget;genres;popularity;production_companies;release_date;revenue;runtime_y;type
american horror story;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;90.0;Adult;;Evan Peters, Sarah Paulson, Jessica Lange, Denis O'Hare, Kathy Bates, Angela Bassett, Lily Rabe, Frances Conroy, Cheyenne Jackson, Emma Roberts, Taissa Farmiga, Wes Bentley, Finn Wittrock, Chlo├½ Sevigny, Zachary Quinto, Jamie Brewer, Naomi Grossman, Dylan McDermott, Gabourey Sidibe, Lady Gaga, Mare Winningham, Joseph Fiennes, Michael Chiklis, Matt Bomer, Lizzie Brocher├⌐, Erika Ervin, Mat Fraser, Rose Siggins, Connie Britton, James Cromwell, Adina Porter, Jyoti Amge, Billie Lourde, Alison Pill, Billy Eichner, Leslie Grossman, Colton Haynes, Cuba Gooding Jr., Andr├⌐ Holland, Danny Huston;United States;;2018.0;8 Seasons;TV Horror, TV Mysteries, TV Thrillers;;;;;;;;;;TV Show
orange is the new black;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;98.0;Adult;;Taylor Schilling, Kate Mulgrew, Laura Prepon, Jason Biggs, Natasha Lyonne, Michael Harney, Uzo Aduba, Danielle Brooks, Samira Wiley, Dascha Polanco, Selenis Leyva, Nick Sandow, Yael Stone, Taryn Manning, Lea DeLaria, Matt McGorry, Emma Myles, Vicky Jeudy, Laverne Cox, Pablo Schreiber, Lori Petty, Ruby Rose, Adrienne C. Moore, Jackie Cruz, Elizabeth Rodriguez;United States;;2019.0;7 Seasons;TV Comedies, TV Dramas;8.1;295591.0;;;;;;;;TV Show
inside russia's toughest prison;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2011;;Teen;;;;;;;;;;;;;;;;;
bates motel;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;83.0;Teen;;Vera Farmiga, Freddie Highmore, Max Thieriot, Olivia Cooke, Nicola Peltz, Nestor Carbonell, Mike Vogel, Keegan Connor Tracy;United States;;2017.0;5 Seasons;Crime TV Shows, TV Dramas, TV Horror;;;;;;;;;;TV Show
grace and frankie;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;90.0;Adult;;Jane Fonda, Lily Tomlin, Martin Sheen, Sam Waterston, June Diane Raphael, Brooklyn Decker, Ethan Embry, Baron Vaughn;United States;;2019.0;5 Seasons;TV Comedies, TV Dramas;8.199999999999998;48435.0;;;;;;;;TV Show
how to get away with murder;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;95.0;Teen;;Viola Davis, Billy Brown, Alfred Enoch, Jack Falahee, Katie Findlay, Aja Naomi King, Matt McGorry, Karla Souza, Charlie Weber, Liza Weil;United States;;2018.0;5 Seasons;Crime TV Shows, TV Dramas, TV Mysteries;8.1;146712.0;;;;;;;;TV Show
the get down;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;80.0;Adult;;Justice Smith, Shameik Moore, Herizen Guardiola, Skylan Brooks, Tremaine Brown,  Jr., Yahya Abdul-Mateen II, Jimmy Smits, Giancarlo Esposito, Kevin Corrigan, Stefanee Martin, Shyrley Rodriguez, Eric Bogosian, Michel Gill, Mamoudou Athie;United States;;2017.0;2 Seasons;TV Dramas;8.199999999999998;22304.0;;;;;;;;TV Show
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Kabir Bhatia, Titien Wattimena;Acha Septriasa, Darius Sinathrya, Fauzi Baadila, Irwansyah, Laudya Cynthia Bella, Luna Maya, Sophan Sophiaan, Surya Saputra, Widyawati, Wulan Guritno;Indonesia;November 30, 2018;2008.0;120 min;Dramas, International Movies, Romantic Movies;7.7;41362.0;0;[];0.013023;[];2005-04-21;0.0;90.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Kabir Bhatia, Titien Wattimena;Acha Septriasa, Darius Sinathrya, Fauzi Baadila, Irwansyah, Laudya Cynthia Bella, Luna Maya, Sophan Sophiaan, Surya Saputra, Widyawati, Wulan Guritno;Indonesia;November 30, 2018;2008.0;120 min;Dramas, International Movies, Romantic Movies;7.7;41362.0;0;['Drama', 'Foreign'];0.624965;['MAFILM St├║di├│ 1', 'Hungarofilm'];1971-01-21;0.0;88.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Kabir Bhatia, Titien Wattimena;Acha Septriasa, Darius Sinathrya, Fauzi Baadila, Irwansyah, Laudya Cynthia Bella, Luna Maya, Sophan Sophiaan, Surya Saputra, Widyawati, Wulan Guritno;Indonesia;November 30, 2018;2008.0;120 min;Dramas, International Movies, Romantic Movies;7.7;41362.0;500000;['Drama', 'Science Fiction'];3.760776;['Angels & Airwaves'];2011-02-02;0.0;90.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Kabir Bhatia, Titien Wattimena;Acha Septriasa, Darius Sinathrya, Fauzi Baadila, Irwansyah, Laudya Cynthia Bella, Luna Maya, Sophan Sophiaan, Surya Saputra, Widyawati, Wulan Guritno;Indonesia;November 30, 2018;2008.0;120 min;Dramas, International Movies, Romantic Movies;7.7;41362.0;0;['Drama', 'Romance'];0.950842;[];2012-02-14;0.0;120.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Kabir Bhatia, Titien Wattimena;Acha Septriasa, Darius Sinathrya, Fauzi Baadila, Irwansyah, Laudya Cynthia Bella, Luna Maya, Sophan Sophiaan, Surya Saputra, Widyawati, Wulan Guritno;Indonesia;November 30, 2018;2008.0;120 min;Dramas, International Movies, Romantic Movies;7.7;41362.0;3000000;['Drama', 'Romance'];2.328321;['Wild Bunch', 'Les Cin├⌐mas de la Zone', 'Rectangle Productions', 'Scope Pictures', 'RT Features'];2015-07-06;249083.0;134.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Kabir Bhatia, Titien Wattimena;Acha Septriasa, Darius Sinathrya, Fauzi Baadila, Irwansyah, Laudya Cynthia Bella, Luna Maya, Sophan Sophiaan, Surya Saputra, Widyawati, Wulan Guritno;Indonesia;November 30, 2018;2008.0;120 min;Dramas, International Movies, Romantic Movies;7.7;41362.0;0;['Drama'];0.664602;['Metro-Goldwyn-Mayer (MGM)'];1927-11-28;0.0;81.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Kabir Bhatia, Titien Wattimena;Acha Septriasa, Darius Sinathrya, Fauzi Baadila, Irwansyah, Laudya Cynthia Bella, Luna Maya, Sophan Sophiaan, Surya Saputra, Widyawati, Wulan Guritno;Indonesia;November 30, 2018;2008.0;120 min;Dramas, International Movies, Romantic Movies;7.0;1485.0;0;[];0.013023;[];2005-04-21;0.0;90.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Kabir Bhatia, Titien Wattimena;Acha Septriasa, Darius Sinathrya, Fauzi Baadila, Irwansyah, Laudya Cynthia Bella, Luna Maya, Sophan Sophiaan, Surya Saputra, Widyawati, Wulan Guritno;Indonesia;November 30, 2018;2008.0;120 min;Dramas, International Movies, Romantic Movies;7.0;1485.0;0;['Drama', 'Foreign'];0.624965;['MAFILM St├║di├│ 1', 'Hungarofilm'];1971-01-21;0.0;88.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Kabir Bhatia, Titien Wattimena;Acha Septriasa, Darius Sinathrya, Fauzi Baadila, Irwansyah, Laudya Cynthia Bella, Luna Maya, Sophan Sophiaan, Surya Saputra, Widyawati, Wulan Guritno;Indonesia;November 30, 2018;2008.0;120 min;Dramas, International Movies, Romantic Movies;7.0;1485.0;500000;['Drama', 'Science Fiction'];3.760776;['Angels & Airwaves'];2011-02-02;0.0;90.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Kabir Bhatia, Titien Wattimena;Acha Septriasa, Darius Sinathrya, Fauzi Baadila, Irwansyah, Laudya Cynthia Bella, Luna Maya, Sophan Sophiaan, Surya Saputra, Widyawati, Wulan Guritno;Indonesia;November 30, 2018;2008.0;120 min;Dramas, International Movies, Romantic Movies;7.0;1485.0;0;['Drama', 'Romance'];0.950842;[];2012-02-14;0.0;120.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Kabir Bhatia, Titien Wattimena;Acha Septriasa, Darius Sinathrya, Fauzi Baadila, Irwansyah, Laudya Cynthia Bella, Luna Maya, Sophan Sophiaan, Surya Saputra, Widyawati, Wulan Guritno;Indonesia;November 30, 2018;2008.0;120 min;Dramas, International Movies, Romantic Movies;7.0;1485.0;3000000;['Drama', 'Romance'];2.328321;['Wild Bunch', 'Les Cin├⌐mas de la Zone', 'Rectangle Productions', 'Scope Pictures', 'RT Features'];2015-07-06;249083.0;134.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Kabir Bhatia, Titien Wattimena;Acha Septriasa, Darius Sinathrya, Fauzi Baadila, Irwansyah, Laudya Cynthia Bella, Luna Maya, Sophan Sophiaan, Surya Saputra, Widyawati, Wulan Guritno;Indonesia;November 30, 2018;2008.0;120 min;Dramas, International Movies, Romantic Movies;7.0;1485.0;0;['Drama'];0.664602;['Metro-Goldwyn-Mayer (MGM)'];1927-11-28;0.0;81.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;Gillian Jacobs, Paul Rust, Claudia O'Doherty;United States;;2018.0;3 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;7.7;41362.0;0;[];0.013023;[];2005-04-21;0.0;90.0;TV Show
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;Gillian Jacobs, Paul Rust, Claudia O'Doherty;United States;;2018.0;3 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;7.7;41362.0;0;['Drama', 'Foreign'];0.624965;['MAFILM St├║di├│ 1', 'Hungarofilm'];1971-01-21;0.0;88.0;TV Show
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;Gillian Jacobs, Paul Rust, Claudia O'Doherty;United States;;2018.0;3 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;7.7;41362.0;500000;['Drama', 'Science Fiction'];3.760776;['Angels & Airwaves'];2011-02-02;0.0;90.0;TV Show
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;Gillian Jacobs, Paul Rust, Claudia O'Doherty;United States;;2018.0;3 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;7.7;41362.0;0;['Drama', 'Romance'];0.950842;[];2012-02-14;0.0;120.0;TV Show
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;Gillian Jacobs, Paul Rust, Claudia O'Doherty;United States;;2018.0;3 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;7.7;41362.0;3000000;['Drama', 'Romance'];2.328321;['Wild Bunch', 'Les Cin├⌐mas de la Zone', 'Rectangle Productions', 'Scope Pictures', 'RT Features'];2015-07-06;249083.0;134.0;TV Show
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;Gillian Jacobs, Paul Rust, Claudia O'Doherty;United States;;2018.0;3 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;7.7;41362.0;0;['Drama'];0.664602;['Metro-Goldwyn-Mayer (MGM)'];1927-11-28;0.0;81.0;TV Show
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;Gillian Jacobs, Paul Rust, Claudia O'Doherty;United States;;2018.0;3 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;7.0;1485.0;0;[];0.013023;[];2005-04-21;0.0;90.0;TV Show
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;Gillian Jacobs, Paul Rust, Claudia O'Doherty;United States;;2018.0;3 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;7.0;1485.0;0;['Drama', 'Foreign'];0.624965;['MAFILM St├║di├│ 1', 'Hungarofilm'];1971-01-21;0.0;88.0;TV Show
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;Gillian Jacobs, Paul Rust, Claudia O'Doherty;United States;;2018.0;3 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;7.0;1485.0;500000;['Drama', 'Science Fiction'];3.760776;['Angels & Airwaves'];2011-02-02;0.0;90.0;TV Show
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;Gillian Jacobs, Paul Rust, Claudia O'Doherty;United States;;2018.0;3 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;7.0;1485.0;0;['Drama', 'Romance'];0.950842;[];2012-02-14;0.0;120.0;TV Show
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;Gillian Jacobs, Paul Rust, Claudia O'Doherty;United States;;2018.0;3 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;7.0;1485.0;3000000;['Drama', 'Romance'];2.328321;['Wild Bunch', 'Les Cin├⌐mas de la Zone', 'Rectangle Productions', 'Scope Pictures', 'RT Features'];2015-07-06;249083.0;134.0;TV Show
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;Gillian Jacobs, Paul Rust, Claudia O'Doherty;United States;;2018.0;3 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;7.0;1485.0;0;['Drama'];0.664602;['Metro-Goldwyn-Mayer (MGM)'];1927-11-28;0.0;81.0;TV Show
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Gaspar No├⌐;Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar No├⌐, Isabelle Nicou, Beno├«t Debie, Vincent Maraval, D├⌐borah R├⌐vy;France, Belgium;September 8, 2017;2015.0;135 min;Cult Movies, Dramas, Independent Movies;7.7;41362.0;0;[];0.013023;[];2005-04-21;0.0;90.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Gaspar No├⌐;Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar No├⌐, Isabelle Nicou, Beno├«t Debie, Vincent Maraval, D├⌐borah R├⌐vy;France, Belgium;September 8, 2017;2015.0;135 min;Cult Movies, Dramas, Independent Movies;7.7;41362.0;0;['Drama', 'Foreign'];0.624965;['MAFILM St├║di├│ 1', 'Hungarofilm'];1971-01-21;0.0;88.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Gaspar No├⌐;Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar No├⌐, Isabelle Nicou, Beno├«t Debie, Vincent Maraval, D├⌐borah R├⌐vy;France, Belgium;September 8, 2017;2015.0;135 min;Cult Movies, Dramas, Independent Movies;7.7;41362.0;500000;['Drama', 'Science Fiction'];3.760776;['Angels & Airwaves'];2011-02-02;0.0;90.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Gaspar No├⌐;Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar No├⌐, Isabelle Nicou, Beno├«t Debie, Vincent Maraval, D├⌐borah R├⌐vy;France, Belgium;September 8, 2017;2015.0;135 min;Cult Movies, Dramas, Independent Movies;7.7;41362.0;0;['Drama', 'Romance'];0.950842;[];2012-02-14;0.0;120.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Gaspar No├⌐;Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar No├⌐, Isabelle Nicou, Beno├«t Debie, Vincent Maraval, D├⌐borah R├⌐vy;France, Belgium;September 8, 2017;2015.0;135 min;Cult Movies, Dramas, Independent Movies;7.7;41362.0;3000000;['Drama', 'Romance'];2.328321;['Wild Bunch', 'Les Cin├⌐mas de la Zone', 'Rectangle Productions', 'Scope Pictures', 'RT Features'];2015-07-06;249083.0;134.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Gaspar No├⌐;Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar No├⌐, Isabelle Nicou, Beno├«t Debie, Vincent Maraval, D├⌐borah R├⌐vy;France, Belgium;September 8, 2017;2015.0;135 min;Cult Movies, Dramas, Independent Movies;7.7;41362.0;0;['Drama'];0.664602;['Metro-Goldwyn-Mayer (MGM)'];1927-11-28;0.0;81.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Gaspar No├⌐;Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar No├⌐, Isabelle Nicou, Beno├«t Debie, Vincent Maraval, D├⌐borah R├⌐vy;France, Belgium;September 8, 2017;2015.0;135 min;Cult Movies, Dramas, Independent Movies;7.0;1485.0;0;[];0.013023;[];2005-04-21;0.0;90.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Gaspar No├⌐;Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar No├⌐, Isabelle Nicou, Beno├«t Debie, Vincent Maraval, D├⌐borah R├⌐vy;France, Belgium;September 8, 2017;2015.0;135 min;Cult Movies, Dramas, Independent Movies;7.0;1485.0;0;['Drama', 'Foreign'];0.624965;['MAFILM St├║di├│ 1', 'Hungarofilm'];1971-01-21;0.0;88.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Gaspar No├⌐;Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar No├⌐, Isabelle Nicou, Beno├«t Debie, Vincent Maraval, D├⌐borah R├⌐vy;France, Belgium;September 8, 2017;2015.0;135 min;Cult Movies, Dramas, Independent Movies;7.0;1485.0;500000;['Drama', 'Science Fiction'];3.760776;['Angels & Airwaves'];2011-02-02;0.0;90.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Gaspar No├⌐;Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar No├⌐, Isabelle Nicou, Beno├«t Debie, Vincent Maraval, D├⌐borah R├⌐vy;France, Belgium;September 8, 2017;2015.0;135 min;Cult Movies, Dramas, Independent Movies;7.0;1485.0;0;['Drama', 'Romance'];0.950842;[];2012-02-14;0.0;120.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Gaspar No├⌐;Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar No├⌐, Isabelle Nicou, Beno├«t Debie, Vincent Maraval, D├⌐borah R├⌐vy;France, Belgium;September 8, 2017;2015.0;135 min;Cult Movies, Dramas, Independent Movies;7.0;1485.0;3000000;['Drama', 'Romance'];2.328321;['Wild Bunch', 'Les Cin├⌐mas de la Zone', 'Rectangle Productions', 'Scope Pictures', 'RT Features'];2015-07-06;249083.0;134.0;Movie
love;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Gaspar No├⌐;Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar No├⌐, Isabelle Nicou, Beno├«t Debie, Vincent Maraval, D├⌐borah R├⌐vy;France, Belgium;September 8, 2017;2015.0;135 min;Cult Movies, Dramas, Independent Movies;7.0;1485.0;0;['Drama'];0.664602;['Metro-Goldwyn-Mayer (MGM)'];1927-11-28;0.0;81.0;Movie
the oa;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;;Adult;;Brit Marling, Jason Isaacs, Emory Cohen, Scott Wilson, Phyllis Smith, Alice Krige, Patrick Gibson, Brendan Meyer, Brandon Perea, Ian Alexander, Will Brill, Riz Ahmed, Paz Vega;United States;;2019.0;2 Seasons;TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy;7.9;100911.0;;;;;;;;TV Show
stranger things;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;90.0;Teen;;Winona Ryder, David Harbour, Finn Wolfhard, Millie Bobby Brown, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Cara Buono, Noah Schnapp, Matthew Modine, Joe Keery, Dacre Montgomery, Sadie Sink, Paul Reiser, Sean Astin;United States;;2019.0;3 Seasons;TV Horror, TV Mysteries, TV Sci-Fi & Fantasy;8.699999999999998;989090.0;;;;;;;;TV Show
ingobernable;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;96.0;Adult;;Kate del Castillo, Er├⌐ndira Ibarra, Alberto Guerra, Erik Hayser, Luis Roberto Guzm├ín, ├ülvaro Guerrero, Aida L├│pez, Fernando Luj├ín, Maxi Iglesias, Marianna Burelli, Maria del Carmen Far├¡as, Tamara Mazarraza, Marina de Tavira, Marco Antonio Trevi├▒o, Alicia Jaziz, Harold Torres, Alessio Valentini, Diego Cadavid, Hern├ín Del Riego;Mexico;;2018.0;2 Seasons;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;7.2;3052.0;;;;;;;;TV Show
zootopia;PG;some thematic elements, rude humor and action;2016;97.0;Parental Guidance;;;;;;;;;;150000000;['Animation', 'Adventure', 'Family', 'Comedy'];26.024868;['Walt Disney Pictures', 'Walt Disney Animation Studios'];2016-02-11;1023784195.0;108.0;
meet the blacks;R;pervasive language, some sexual material, violence and drug use;2016;79.0;Adult;;;;;;;;;;0;['Comedy', 'Horror'];3.569379;['Freestyle Releasing', 'Hidden Empire Film'];2016-04-01;0.0;90.0;
finding dory;PG;mild thematic elements;2016;98.0;Parental Guidance;;;;;;;;;;200000000;['Adventure', 'Animation', 'Comedy', 'Family'];14.477677;['Walt Disney Pictures', 'Pixar Animation Studios', 'Hurwitz Creative'];2016-06-16;1028570889.0;97.0;
sausage party;R;strong crude sexual content, pervasive language, and drug use;2016;91.0;Adult;;;;;;;;;;19000000;['Adventure', 'Animation', 'Comedy', 'Fantasy'];17.56963;['Columbia Pictures', 'Sony Pictures Animation', 'Sony Pictures Entertainment', 'Annapurna Pictures', 'Point Grey Pictures', 'Nitrogen Studios Canada'];2016-07-11;140705322.0;83.0;
pete's dragon;PG;for action, peril and brief language;2016;93.0;Parental Guidance;;;;;;;;;;10000000;['Fantasy', 'Animation', 'Comedy', 'Family'];7.644722;['Walt Disney Productions'];1977-11-03;0.0;128.0;
pete's dragon;PG;for action, peril and brief language;2016;93.0;Parental Guidance;;;;;;;;;;65000000;['Adventure', 'Family', 'Fantasy'];12.189941;['Walt Disney Pictures', 'Walt Disney Studios Motion Pictures'];2016-08-10;143695338.0;102.0;
kevin hart: what now?;R;some sexual material, and language throughout;2016;97.0;Adult;Leslie Small;Kevin Hart, Don Cheadle, Halle Berry, Ed Helms, David Meunier;United States;April 11, 2017;2016.0;96 min;Stand-Up Comedy;5.9;9458.0;;;;;;;;Movie
the discovery;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;Charlie McDowell;Jason Segel, Rooney Mara, Robert Redford, Riley Keough, Jesse Plemons, Ron Canada;United States;March 31, 2017;2017.0;102 min;Dramas, Independent Movies, Romantic Movies;6.2;33579.0;0;['Drama', 'Romance', 'Science Fiction', 'Thriller'];6.803535;['Endgame Entertainment', 'Protagonist Pictures', 'Netflix'];2017-03-31;0.0;102.0;Movie
chewing gum;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;93.0;Adult;;Michaela Coel, John Macmillan, Robert Lonsdale, Danielle Walters, Kadiff Kirwan, Susan Wokoma, Shola Adewusi, Sarah Hoare, Abby Rakic-Platt, Maggie Steed, Olisa Odele;United Kingdom;;2017.0;2 Seasons;British TV Shows, International TV Shows, Romantic TV Shows;;;;;;;;;;TV Show
cheer squad;TV-PG;Parental guidance suggested. May not be suitable for all children.;2016;61.0;Parental Guidance;;;United States;March 14, 2017;2016.0;1 Season;Reality TV, Teen TV Shows;7.2;166.0;;;;;;;;TV Show
only for one night;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;78.0;Adult;;;;;;;;;;3500000;['Thriller'];0.698883;['Footage Films'];2016-10-01;0.0;87.0;
the life aquatic with steve zissou;R;language, some drug use, violence and partial nudity;2004;;Adult;;;;;;;;;;50000000;['Adventure', 'Comedy', 'Drama'];6.936677;['Touchstone Pictures', 'American Empirical Pictures'];2004-12-10;34808403.0;119.0;
the l word;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2009;;Adult;;Jennifer Beals, Leisha Hailey, Laurel Holloman, Mia Kirshner, Katherine Moennig, Pam Grier, Rachel Shelley, Daniela Sea, Erin Daniels, Marlee Matlin;Canada, United States;;2009.0;6 Seasons;Romantic TV Shows, TV Dramas;;;;;;;;;;TV Show
30 rock;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2012;66.0;Teen;;;;;;;;8.3;121514.0;;;;;;;;SHOW
mad men;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2014;75.0;Teen;;Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones, Christina Hendricks, Aaron Staton, Rich Sommer, John Slattery, Kiernan Shipka, Robert Morse, Michael Gladis, Christopher Stanley, Bryan Batt, Jared Harris, Jessica Par├⌐, Alison Brie, Jay R. Ferguson, Ben Feldman, Mark Moses, Alexa Alemanni, Julie McNiven;United States;;2014.0;7 Seasons;TV Dramas;;;;;;;;;;TV Show
it's always sunny in philadelphia;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2016;91.0;Adult;;;;;;;;;;;;;;;;;
californication;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2014;63.0;Adult;;;;;;;;;;;;;;;;;
portlandia;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;62.0;Teen;;Fred Armisen, Carrie Brownstein;United States;;2018.0;8 Seasons;TV Comedies;;;;;;;;;;TV Show
don't trust the b---- in apartment 23;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2012;;Teen;;;;;;;;;;;;;;;;;
friends with benefits;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2011;;Teen;;;;;;;;;;35000000;['Romance', 'Comedy'];10.009007;['Castle Rock Entertainment', 'Screen Gems', 'Olive Bridge Entertainment'];2011-07-21;150483765.0;109.0;
the client list;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2013;92.0;Teen;;;;;;;;;;0;['Drama'];3.723562;['Sony Pictures Television', 'Jaffe / Braunstein Entertainment', 'Fedora Films'];2010-07-19;0.0;88.0;
halt and catch fire;TV-14;Parents strongly cautioned. May be unsuitable for children ages 14 and under.;2016;;Teen;;Lee Pace, Scoot McNairy, Mackenzie Davis, Kerry Bish├⌐, Toby Huss, Aleksa Palladino, David Wilson Barnes, Morgan Hinkleman, James Cromwell, Manish Dayal, Annabeth Gish;United States;;2017.0;4 Seasons;TV Dramas;;;;;;;;;;TV Show
5 to 7;R;some sexual material;2014;;Adult;Victor Levin;Anton Yelchin, B├⌐r├⌐nice Marlohe, Olivia Thirlby, Lambert Wilson, Frank Langella, Glenn Close;United States;March 16, 2017;2014.0;97 min;Comedies, Dramas, Romantic Movies;;;0;['Comedy', 'Romance'];6.852262;['IFC Films', 'Mockingbird Pictures', 'Demarest Films'];2014-04-19;0.0;98.0;Movie
chef's table;TV-MA;For mature audiences.  May not be suitable for children 17 and under.;2017;;Adult;;;United States;;2019.0;6 Seasons;Docuseries, Reality TV;8.5;15176.0;;;;;;;;TV Show
